JOB_ROLE,INDUSTRY,COUNTRY,YEAR,AUTOMATION_RISK_PERCENT,AI_REPLACEMENT_SCORE,SKILL_GAP_INDEX,SALARY_BEFORE_USD,SALARY_AFTER_USD,SALARY_CHANGE_PERCENT,SKILL_DEMAND_GROWTH_PERCENT,REMOTE_FEASIBILITY_SCORE,AI_ADOPTION_LEVEL,EDUCATION_REQUIREMENT_LEVEL
Marketing Specialist,Technology,USA,2022.0,69.2,67.69,23.9,126338.9,108809.74,-13.87,7.07,95.46,94.81,5.0
Marketing Specialist,Technology,Singapore,2025.0,37.56,38.41,21.52,39417.44,47886.07,21.48,11.17,67.69,35.66,3.0
Accountant,Technology,UK,2025.0,13.56,14.69,81.47,124649.9,134515.92,7.91,6.26,22.11,24.52,3.0
HR Manager,Technology,Canada,2020.0,58.71,60.99,7.81,67524.03,67426.44,-0.14,9.15,48.18,14.99,3.0
Data Analyst,Technology,Brazil,2026.0,12.86,12.31,20.74,134185.96,132840.78,-1.0,33.24,80.9,13.04,2.0
HR Manager,Technology,Singapore,2023.0,58.56,57.7,26.45,81336.28,87696.43,7.82,-9.24,83.64,51.82,2.0
Truck Driver,Technology,Singapore,2024.0,28.42,26.45,21.89,139870.08,144124.94,3.04,-7.46,24.83,47.35,1.0
HR Manager,Technology,UK,2026.0,12.97,12.99,73.51,51269.13,53601.61,4.55,23.77,42.21,66.44,3.0
Mechanical Engineer,Technology,Germany,2024.0,64.0,54.75,39.86,94482.2,91494.9,-3.16,-4.03,17.87,95.88,3.0
Financial Analyst,Technology,Singapore,2021.0,70.08,69.82,10.61,99048.87,93461.4,-5.64,13.6,85.4,67.69,3.0
Customer Support Rep,Technology,Canada,2025.0,65.34,70.58,71.47,147952.22,146754.8,-0.81,-8.4,89.21,56.15,5.0
Accountant,Technology,Japan,2023.0,60.94,67.09,19.24,139408.47,137064.87,-1.68,4.7,70.13,60.4,4.0
Software Engineer,Technology,USA,2025.0,10.99,11.9,6.83,30954.01,31241.52,0.93,1.7,97.6,77.14,1.0
Software Engineer,Technology,Canada,2023.0,48.8,45.03,87.74,60034.18,49389.11,-17.73,17.01,77.69,37.16,1.0
Customer Support Rep,Technology,UK,2024.0,63.82,69.4,94.14,123550.99,136508.32,10.49,-2.92,50.5,77.77,2.0
HR Manager,Technology,Australia,2020.0,50.27,51.31,58.52,38340.77,36806.37,-4.0,3.18,53.21,90.21,2.0
Data Analyst,Technology,USA,2021.0,17.79,15.2,41.48,47517.05,47774.75,0.54,0.97,89.16,86.09,5.0
Software Engineer,Technology,Australia,2024.0,35.21,36.66,34.54,131528.06,145607.19,10.7,14.06,82.72,25.81,2.0
Accountant,Technology,Australia,2025.0,42.24,48.65,50.53,142925.62,136402.91,-4.56,-2.32,69.09,28.31,5.0
Teacher,Technology,Canada,2024.0,73.12,59.9,51.64,56997.29,56248.82,-1.31,-19.1,50.51,74.81,1.0
Customer Support Rep,Technology,India,2023.0,52.07,59.76,98.93,74270.53,78864.72,6.19,16.44,35.65,39.13,3.0
Marketing Specialist,Technology,Germany,2024.0,77.52,80.86,40.98,76756.04,76389.85,-0.48,19.41,12.99,28.6,1.0
Truck Driver,Technology,Brazil,2022.0,63.36,50.94,98.66,122037.7,121080.67,-0.78,-3.92,15.3,33.5,5.0
Financial Analyst,Technology,India,2024.0,12.85,12.38,15.13,117153.63,119592.91,2.08,3.35,43.7,91.71,2.0
Financial Analyst,Technology,Singapore,2022.0,72.5,59.12,33.25,140883.06,155593.72,10.44,18.47,69.13,31.76,3.0
Accountant,Technology,India,2023.0,55.08,45.89,15.51,104924.29,124464.09,18.62,-13.77,97.92,63.2,2.0
Financial Analyst,Technology,Brazil,2026.0,48.32,42.52,56.92,71806.05,73540.63,2.42,-0.68,91.74,17.92,3.0
Teacher,Technology,India,2026.0,26.6,25.82,29.45,121083.98,127141.79,5.0,-4.62,11.07,80.64,5.0
Teacher,Technology,Australia,2021.0,72.77,84.81,10.14,31003.47,35637.33,14.95,1.41,84.18,78.75,5.0
Financial Analyst,Technology,Japan,2026.0,23.18,19.83,31.84,133360.93,127552.91,-4.36,6.15,64.18,42.6,3.0
Marketing Specialist,Technology,Japan,2020.0,60.88,66.55,57.28,100922.67,97552.19,-3.34,16.09,11.11,21.3,3.0
HR Manager,Technology,Japan,2020.0,41.67,46.39,64.4,82503.44,83491.91,1.2,-12.05,62.13,63.09,3.0
Teacher,Technology,India,2023.0,75.43,86.41,41.45,83452.19,65014.2,-22.09,29.61,80.12,48.84,1.0
Customer Support Rep,Technology,India,2022.0,54.53,59.08,30.46,87917.47,85236.01,-3.05,-8.23,42.3,43.39,2.0
HR Manager,Technology,Germany,2025.0,27.41,29.71,34.05,102474.21,96748.08,-5.59,22.06,27.41,86.08,1.0
Teacher,Technology,Brazil,2021.0,65.4,68.15,52.75,131933.31,142647.28,8.12,0.78,49.55,0.24,3.0
Customer Support Rep,Technology,Australia,2021.0,69.34,75.92,69.38,135290.94,132728.68,-1.89,-2.15,80.39,84.66,1.0
Accountant,Technology,India,2022.0,72.07,71.52,91.35,35693.99,38888.87,8.95,12.07,92.42,98.45,5.0
Truck Driver,Technology,USA,2023.0,29.95,27.39,67.39,35954.08,31734.85,-11.74,-8.58,54.88,36.24,4.0
Customer Support Rep,Technology,Singapore,2026.0,94.4,91.87,5.94,137880.64,133053.86,-3.5,-6.87,35.02,96.39,3.0
Marketing Specialist,Technology,Japan,2025.0,36.47,39.51,59.84,35157.02,29980.22,-14.72,-10.49,99.08,81.19,1.0
Financial Analyst,Technology,UK,2026.0,40.24,36.3,93.27,106482.58,100937.54,-5.21,-15.35,62.87,19.0,5.0
Data Analyst,Technology,Singapore,2022.0,53.03,46.75,23.73,33501.7,28999.92,-13.44,19.41,38.08,63.7,4.0
HR Manager,Technology,India,2021.0,31.92,29.81,66.3,101104.58,102173.38,1.06,3.34,65.55,85.53,5.0
Teacher,Technology,Australia,2020.0,61.69,69.76,83.63,79385.23,86245.21,8.64,26.11,63.77,28.2,4.0
Data Analyst,Technology,Canada,2024.0,14.69,12.7,9.84,99568.39,119311.15,19.83,5.25,54.63,91.18,3.0
Financial Analyst,Technology,Canada,2025.0,21.64,17.52,38.31,96658.66,89846.68,-7.05,-0.22,82.44,18.86,4.0
Teacher,Technology,Australia,2026.0,55.49,61.93,8.84,31724.93,28854.61,-9.05,13.9,88.99,53.59,3.0
Teacher,Technology,Singapore,2023.0,37.61,35.61,70.33,148826.79,160174.14,7.62,3.28,62.79,86.82,5.0
Truck Driver,Technology,Japan,2023.0,39.12,42.99,36.29,98322.06,102967.7,4.72,-7.46,28.72,16.69,4.0
Financial Analyst,Technology,Canada,2021.0,63.3,61.9,55.77,114204.79,95993.47,-15.95,-7.07,17.72,58.23,3.0
Accountant,Technology,Japan,2020.0,11.76,10.34,28.1,86713.21,85521.07,-1.37,18.2,60.51,92.41,1.0
Accountant,Technology,UK,2025.0,56.76,57.31,73.7,88952.57,70210.15,-21.07,-6.62,79.33,19.08,2.0
Customer Support Rep,Technology,Australia,2024.0,86.64,97.67,30.46,75805.36,60924.09,-19.63,-2.59,68.85,1.28,4.0
Financial Analyst,Technology,Singapore,2020.0,52.52,52.02,46.96,66624.39,69796.7,4.76,-13.77,12.9,93.37,1.0
Accountant,Technology,Japan,2022.0,54.61,45.81,71.4,98860.61,89593.93,-9.37,-9.48,18.11,32.28,4.0
HR Manager,Technology,Canada,2021.0,54.07,58.74,76.97,41696.8,43891.23,5.26,-2.45,52.9,42.7,3.0
HR Manager,Technology,India,2025.0,42.79,41.07,62.49,134102.12,139734.92,4.2,-13.28,43.42,4.03,3.0
Teacher,Technology,USA,2025.0,10.51,9.72,15.95,60982.0,66815.9,9.57,10.46,41.27,52.25,1.0
Software Engineer,Technology,USA,2023.0,11.16,9.07,23.71,106199.66,97530.68,-8.16,7.86,83.94,53.92,3.0
Customer Support Rep,Technology,UK,2021.0,56.7,64.19,91.28,54635.45,42264.79,-22.64,-9.91,54.01,97.66,4.0
Accountant,Technology,Germany,2021.0,72.99,76.54,77.56,54507.78,53393.66,-2.04,-1.45,73.81,68.61,3.0
HR Manager,Technology,Canada,2021.0,58.25,65.32,84.81,95259.63,113806.73,19.47,8.66,80.0,17.06,2.0
Accountant,Technology,USA,2023.0,46.48,50.77,94.6,90449.67,78697.48,-12.99,-2.81,67.12,94.29,4.0
Teacher,Technology,Brazil,2020.0,57.35,65.64,2.64,93568.02,98277.0,5.03,8.23,21.94,34.15,5.0
Mechanical Engineer,Technology,Singapore,2022.0,74.04,81.59,59.01,57702.78,52292.49,-9.38,-6.11,79.93,25.29,4.0
Financial Analyst,Technology,USA,2023.0,12.13,11.1,28.13,147884.38,151532.34,2.47,2.1,34.71,86.06,2.0
HR Manager,Technology,Singapore,2023.0,10.83,11.2,77.16,117853.08,104874.32,-11.01,22.65,92.66,32.89,5.0
Accountant,Technology,India,2021.0,22.76,20.82,72.39,39221.24,41725.86,6.39,-2.53,88.8,72.88,3.0
Software Engineer,Technology,India,2022.0,61.3,61.68,98.91,65834.35,71024.61,7.88,4.84,51.59,47.1,2.0
Financial Analyst,Technology,Australia,2020.0,52.08,56.21,41.53,75107.05,78153.8,4.06,0.46,44.29,69.23,4.0
Financial Analyst,Technology,UK,2023.0,31.47,32.44,92.98,66943.96,68636.6,2.53,0.11,77.38,42.29,4.0
Data Analyst,Technology,Canada,2023.0,22.9,27.12,79.41,52456.79,48284.34,-7.95,6.51,96.94,61.78,1.0
Truck Driver,Technology,Canada,2022.0,54.66,61.8,31.1,121935.1,120229.43,-1.4,-0.85,21.47,86.35,4.0
HR Manager,Technology,Singapore,2023.0,48.5,47.48,39.5,33287.61,37712.54,13.29,11.07,81.12,62.46,1.0
Data Analyst,Technology,India,2020.0,36.4,42.87,34.71,33722.76,37480.02,11.14,0.17,40.61,29.17,5.0
Truck Driver,Technology,India,2023.0,61.17,59.71,1.83,126013.99,140677.17,11.64,18.39,82.81,92.81,4.0
Marketing Specialist,Technology,UK,2020.0,29.63,25.58,5.12,123129.57,118823.84,-3.5,-4.04,97.97,40.92,3.0
Mechanical Engineer,Technology,Singapore,2025.0,64.12,54.99,46.78,33303.87,39119.57,17.46,-1.15,30.89,81.0,5.0
Marketing Specialist,Technology,Australia,2020.0,71.94,78.59,72.54,131845.97,150658.22,14.27,-0.54,15.28,5.64,5.0
Software Engineer,Technology,Brazil,2024.0,58.03,54.13,59.83,119925.24,136932.53,14.18,16.27,90.34,37.4,2.0
Marketing Specialist,Technology,Brazil,2026.0,30.08,29.97,17.53,54456.74,54376.26,-0.15,20.08,28.57,3.15,4.0
Data Analyst,Technology,Canada,2025.0,39.85,44.8,2.23,96972.2,92511.89,-4.6,10.44,92.95,57.77,3.0
Customer Support Rep,Technology,UK,2021.0,45.43,46.61,27.23,47445.28,47388.57,-0.12,11.27,52.5,12.61,4.0
Marketing Specialist,Technology,Singapore,2025.0,54.41,52.96,18.38,92766.7,88788.72,-4.29,18.93,43.09,14.25,2.0
Software Engineer,Technology,Brazil,2020.0,52.33,49.37,99.23,146860.54,149231.6,1.61,12.8,47.11,31.3,3.0
Data Analyst,Technology,Japan,2025.0,62.47,66.22,5.64,129245.16,113143.44,-12.46,-1.28,32.85,59.77,5.0
Truck Driver,Technology,Brazil,2022.0,41.19,39.47,46.12,133380.95,152448.73,14.3,0.51,24.12,40.98,2.0
Software Engineer,Technology,Australia,2020.0,38.21,35.13,75.69,86264.63,83223.32,-3.53,16.43,84.44,71.65,1.0
Customer Support Rep,Technology,USA,2021.0,67.62,59.78,90.05,40400.13,37288.9,-7.7,2.59,92.08,3.54,4.0
Mechanical Engineer,Technology,UK,2025.0,26.66,28.81,99.9,133710.1,141057.83,5.5,6.69,99.2,57.03,5.0
Customer Support Rep,Technology,Germany,2025.0,44.15,51.48,84.42,40153.35,39442.53,-1.77,10.77,38.99,34.33,3.0
Accountant,Technology,India,2026.0,47.24,47.76,59.56,149248.24,120753.84,-19.09,10.11,60.41,62.27,4.0
Financial Analyst,Technology,UK,2022.0,43.56,36.75,4.59,56965.86,70581.59,23.9,2.44,22.93,43.39,1.0
Accountant,Technology,Australia,2024.0,56.56,55.38,6.83,117686.56,100303.29,-14.77,-4.32,35.94,0.77,5.0
Financial Analyst,Technology,Japan,2020.0,31.08,31.28,18.67,31339.24,34256.29,9.31,-20.55,78.82,44.88,5.0
Software Engineer,Technology,Japan,2021.0,15.91,17.51,24.12,77816.12,76810.0,-1.29,-14.46,66.29,2.82,4.0
Mechanical Engineer,Technology,USA,2023.0,35.52,30.13,77.0,61470.32,64621.43,5.13,7.48,63.12,86.12,5.0
Customer Support Rep,Technology,Canada,2022.0,28.21,24.72,43.42,145084.27,145782.9,0.48,4.33,27.21,50.79,3.0
Customer Support Rep,Technology,Japan,2020.0,83.05,73.09,35.99,41408.88,44027.39,6.32,6.26,25.58,1.97,2.0
Teacher,Technology,Singapore,2026.0,18.96,17.14,27.97,145798.15,137732.48,-5.53,9.8,42.15,31.85,3.0
Teacher,Technology,Germany,2020.0,27.74,27.57,66.05,82879.75,87583.47,5.68,-15.98,96.25,96.2,4.0
Financial Analyst,Technology,Brazil,2023.0,52.5,53.15,59.1,94051.78,94234.35,0.19,8.84,28.75,18.29,1.0
Software Engineer,Technology,Japan,2020.0,48.32,55.78,8.4,33450.24,37126.24,10.99,-1.32,74.56,82.22,1.0
Teacher,Technology,Brazil,2022.0,11.43,11.88,97.25,121350.76,131196.29,8.11,-4.66,36.76,75.36,3.0
Marketing Specialist,Technology,Brazil,2020.0,11.66,10.3,70.2,100226.85,106999.19,6.76,22.43,62.29,93.26,2.0
Financial Analyst,Technology,USA,2021.0,73.73,68.11,63.66,64409.13,61488.63,-4.53,0.29,85.77,80.22,2.0
Customer Support Rep,Technology,India,2021.0,53.12,51.94,6.77,48270.08,43171.99,-10.56,12.64,79.59,70.57,3.0
Truck Driver,Technology,Singapore,2022.0,74.25,63.1,43.58,118335.13,114073.62,-3.6,14.26,93.45,68.37,5.0
HR Manager,Technology,Australia,2021.0,72.05,60.21,3.96,81557.57,78842.18,-3.33,16.94,89.62,23.48,1.0
Teacher,Technology,UK,2025.0,12.75,14.09,62.62,82810.87,85451.5,3.19,8.4,39.21,83.8,2.0
Data Analyst,Technology,UK,2025.0,21.78,25.65,42.19,124749.04,107096.14,-14.15,15.56,21.14,79.77,5.0
Accountant,Technology,Germany,2020.0,45.11,38.82,37.05,66172.28,65519.12,-0.99,-11.04,85.48,24.23,2.0
Accountant,Technology,Brazil,2023.0,64.54,76.58,37.32,66560.98,70661.25,6.16,-19.99,76.74,88.11,4.0
Truck Driver,Technology,USA,2022.0,57.8,54.27,21.38,62145.05,58059.01,-6.58,-0.58,47.07,23.68,3.0
Truck Driver,Technology,Canada,2025.0,44.95,51.46,52.78,45694.84,42085.46,-7.9,9.78,15.42,25.57,2.0
HR Manager,Technology,UK,2022.0,21.77,22.68,48.46,116887.75,85751.48,-26.64,8.81,57.36,43.45,3.0
Truck Driver,Technology,USA,2025.0,27.63,23.74,31.47,131704.0,143338.51,8.83,0.58,32.47,97.6,4.0
Accountant,Technology,Germany,2026.0,26.72,31.79,24.78,87718.92,81475.01,-7.12,4.32,57.87,67.26,2.0
Marketing Specialist,Technology,India,2021.0,61.95,62.51,81.26,120251.7,115358.71,-4.07,-7.65,22.83,13.34,5.0
Marketing Specialist,Technology,Australia,2024.0,63.7,58.43,17.27,115643.52,125521.91,8.54,-11.23,47.6,33.42,1.0
Software Engineer,Technology,India,2022.0,34.26,31.71,87.06,38764.84,38451.66,-0.81,0.94,25.56,74.37,2.0
Financial Analyst,Technology,Australia,2025.0,10.18,9.44,8.73,111767.31,104068.38,-6.89,-3.43,17.05,48.38,2.0
Software Engineer,Technology,Canada,2026.0,20.19,20.36,2.66,93437.11,113679.49,21.66,-7.8,92.83,27.46,4.0
Accountant,Technology,UK,2024.0,35.95,31.71,22.68,86871.47,80798.41,-6.99,-2.91,88.58,77.91,1.0
Marketing Specialist,Technology,Brazil,2024.0,73.43,60.78,44.31,47923.29,50046.52,4.43,17.06,89.17,6.31,5.0
Data Analyst,Technology,Brazil,2021.0,5.0,4.82,55.04,101794.99,101922.14,0.12,11.5,73.33,30.82,1.0
HR Manager,Technology,Australia,2026.0,43.16,40.43,57.66,67200.73,68913.66,2.55,2.73,28.05,96.66,1.0
Mechanical Engineer,Technology,Japan,2023.0,62.84,69.27,9.99,103587.1,110797.87,6.96,-15.98,17.97,58.82,3.0
Software Engineer,Technology,Australia,2024.0,53.38,52.0,15.78,100171.76,84183.47,-15.96,2.03,20.69,79.76,5.0
Software Engineer,Technology,Japan,2020.0,28.49,29.83,14.45,75539.08,81522.53,7.92,-8.01,92.74,16.6,3.0
Financial Analyst,Technology,USA,2024.0,23.25,24.18,45.36,116172.55,120563.48,3.78,-12.89,44.81,28.13,4.0
Customer Support Rep,Technology,Singapore,2022.0,34.35,39.62,70.98,98569.28,89990.2,-8.7,0.69,49.88,78.38,5.0
Mechanical Engineer,Technology,Japan,2021.0,70.54,66.33,80.97,141118.34,161230.47,14.25,12.68,96.28,37.52,2.0
Customer Support Rep,Technology,India,2020.0,87.29,85.59,52.59,149687.69,157697.67,5.35,6.0,71.9,81.93,5.0
Truck Driver,Technology,Germany,2022.0,25.33,25.0,12.06,140640.13,137962.42,-1.9,3.15,60.7,72.75,1.0
HR Manager,Technology,Germany,2022.0,56.22,60.06,32.09,146846.53,155112.08,5.63,21.57,51.16,44.95,5.0
Truck Driver,Technology,USA,2025.0,85.93,77.91,78.64,91340.52,88950.91,-2.62,-4.64,16.89,78.65,4.0
Software Engineer,Technology,India,2023.0,23.59,23.73,97.92,113466.27,102334.05,-9.81,9.23,32.2,37.75,1.0
Customer Support Rep,Technology,Canada,2026.0,72.99,69.42,28.16,51431.19,41756.59,-18.81,13.96,55.72,95.86,5.0
Truck Driver,Technology,Brazil,2026.0,37.07,32.05,83.26,35024.99,32831.15,-6.26,14.08,53.48,54.35,5.0
Truck Driver,Technology,USA,2023.0,65.95,60.98,25.11,55543.49,64881.98,16.81,8.97,32.82,33.23,5.0
Financial Analyst,Technology,Brazil,2021.0,15.81,17.56,74.49,88827.72,73166.29,-17.63,-18.13,13.37,36.82,2.0
Software Engineer,Technology,Germany,2025.0,17.33,17.36,55.7,143137.67,137787.62,-3.74,-10.67,98.34,18.68,4.0
Software Engineer,Technology,Japan,2020.0,54.6,47.55,85.0,88556.87,98543.95,11.28,15.85,74.7,10.1,2.0
Truck Driver,Technology,Brazil,2025.0,45.2,42.27,32.43,111002.49,96639.28,-12.94,6.05,30.35,9.76,5.0
Truck Driver,Technology,Brazil,2021.0,90.1,105.64,39.63,80121.34,79954.7,-0.21,18.38,81.93,3.61,3.0
Mechanical Engineer,Technology,USA,2021.0,35.84,42.58,80.32,118399.19,129782.94,9.61,2.75,18.4,14.34,3.0
Marketing Specialist,Technology,USA,2025.0,45.57,46.63,28.54,79923.27,66289.76,-17.06,5.11,31.43,60.05,3.0
Truck Driver,Technology,USA,2024.0,55.22,46.0,16.35,116465.32,129054.15,10.81,-1.62,77.48,69.43,5.0
Financial Analyst,Technology,Canada,2023.0,30.79,30.67,10.12,107271.15,117041.77,9.11,15.38,39.58,84.27,2.0
Financial Analyst,Technology,Singapore,2022.0,44.28,39.39,1.51,48732.38,56884.97,16.73,15.57,68.24,15.32,3.0
Teacher,Technology,Japan,2021.0,32.1,35.01,48.16,54269.25,66342.47,22.25,15.92,11.92,20.38,2.0
Teacher,Technology,USA,2024.0,73.23,60.14,64.99,113430.15,105535.25,-6.96,-10.26,58.38,36.71,2.0
Accountant,Technology,Australia,2023.0,10.24,9.09,75.53,102340.42,84218.2,-17.71,8.11,16.82,78.49,4.0
Customer Support Rep,Technology,Brazil,2026.0,93.39,75.46,20.78,141653.49,132124.16,-6.73,13.45,97.68,86.99,5.0
Financial Analyst,Technology,Germany,2022.0,33.98,27.79,58.08,68761.86,76946.2,11.9,-14.05,62.32,58.83,3.0
HR Manager,Technology,Germany,2023.0,43.12,48.82,40.4,66358.73,68807.43,3.69,2.1,74.65,7.69,4.0
Marketing Specialist,Technology,USA,2026.0,54.79,45.8,14.5,131666.91,140256.67,6.52,-3.57,30.32,8.81,3.0
Customer Support Rep,Technology,India,2020.0,94.0,94.72,13.7,63618.7,65506.22,2.97,3.92,33.76,43.04,1.0
Software Engineer,Technology,Canada,2024.0,45.39,37.71,85.33,146116.81,161744.59,10.7,2.26,40.21,15.94,2.0
Mechanical Engineer,Technology,Japan,2025.0,42.62,48.69,10.03,133443.6,161888.63,21.32,4.6,83.38,30.43,1.0
HR Manager,Technology,Singapore,2023.0,39.34,45.6,6.49,136176.93,144362.94,6.01,24.2,15.56,68.84,1.0
Teacher,Technology,India,2024.0,64.13,66.11,49.16,61177.5,60553.09,-1.02,2.81,71.53,92.68,1.0
Mechanical Engineer,Technology,Australia,2021.0,24.92,22.9,78.47,92498.73,99686.16,7.77,-7.33,91.59,35.77,1.0
Teacher,Technology,Brazil,2020.0,71.8,80.98,33.42,106649.11,111641.85,4.68,20.39,64.18,75.67,4.0
Financial Analyst,Technology,Singapore,2026.0,56.12,55.13,92.54,138017.66,156072.82,13.08,-15.23,91.48,31.94,2.0
Marketing Specialist,Technology,Japan,2022.0,15.44,12.76,49.16,97350.26,89187.33,-8.39,-6.66,81.72,86.92,2.0
Marketing Specialist,Technology,Canada,2024.0,57.72,56.86,26.82,42867.56,43808.31,2.19,-0.71,24.63,64.63,3.0
Teacher,Technology,USA,2024.0,72.69,80.64,74.1,120527.31,120834.59,0.25,16.52,74.75,73.93,3.0
Teacher,Technology,Australia,2024.0,57.95,57.29,40.37,126769.46,121946.88,-3.8,-9.58,61.02,83.18,5.0
Accountant,Technology,Australia,2020.0,51.82,57.79,96.96,40830.55,43194.31,5.79,19.88,11.38,71.82,2.0
Accountant,Technology,Japan,2022.0,20.99,18.49,5.32,107215.79,104351.5,-2.67,-8.26,71.7,44.89,2.0
Customer Support Rep,Technology,India,2020.0,44.47,45.82,78.13,69473.64,66054.87,-4.92,11.4,88.69,25.3,4.0
Truck Driver,Technology,Germany,2023.0,74.6,87.5,47.91,147108.09,178238.78,21.16,10.78,17.43,61.16,4.0
Truck Driver,Technology,Canada,2024.0,82.7,90.08,68.36,57824.23,56673.21,-1.99,8.61,26.43,63.85,2.0
Software Engineer,Technology,India,2020.0,28.88,31.92,55.59,129333.67,135195.81,4.53,9.55,22.63,26.35,1.0
Financial Analyst,Technology,Singapore,2023.0,31.29,27.05,93.31,68088.29,62128.43,-8.75,15.1,26.07,80.24,5.0
Truck Driver,Technology,India,2020.0,57.79,68.13,73.58,141867.13,127164.65,-10.36,7.79,70.79,20.15,3.0
HR Manager,Technology,Australia,2021.0,51.75,42.5,73.88,56059.65,53481.11,-4.6,21.37,14.81,27.87,4.0
Truck Driver,Technology,Australia,2021.0,57.22,54.99,67.45,50410.77,59521.91,18.07,10.81,36.91,78.0,5.0
HR Manager,Technology,Canada,2026.0,73.14,75.92,95.83,127149.86,125644.26,-1.18,7.38,57.89,86.77,1.0
Mechanical Engineer,Technology,Australia,2025.0,41.35,40.46,28.53,76057.17,94178.7,23.83,-3.02,21.76,76.4,2.0
Teacher,Technology,UK,2026.0,57.64,53.0,45.93,143631.48,177843.56,23.82,7.35,71.61,45.6,4.0
HR Manager,Technology,Japan,2020.0,67.14,70.79,53.58,119870.1,108761.73,-9.27,-3.96,83.34,33.4,4.0
HR Manager,Technology,Canada,2022.0,72.69,78.17,61.02,92774.44,97609.68,5.21,-7.8,75.24,1.17,5.0
Marketing Specialist,Technology,Germany,2020.0,22.75,18.9,50.57,112063.03,108983.55,-2.75,-6.8,61.18,15.59,4.0
Accountant,Technology,Japan,2025.0,69.03,81.96,2.25,42638.27,46360.65,8.73,1.41,85.42,36.67,3.0
Teacher,Technology,Australia,2021.0,23.99,26.89,59.69,33792.06,34905.91,3.3,17.44,99.04,91.55,4.0
Marketing Specialist,Technology,India,2025.0,22.48,24.04,65.33,43302.87,43921.16,1.43,-3.44,46.27,54.54,3.0
Accountant,Technology,Singapore,2024.0,47.29,38.56,76.99,144745.01,164984.82,13.98,2.06,81.77,78.57,2.0
HR Manager,Technology,Germany,2022.0,54.86,65.8,6.21,32541.95,32328.93,-0.65,10.1,65.11,75.34,1.0
Marketing Specialist,Technology,USA,2023.0,20.72,22.37,70.99,62489.56,66553.52,6.5,3.48,77.43,78.78,1.0
Teacher,Technology,Brazil,2026.0,12.71,12.67,60.49,37976.8,37781.17,-0.52,-1.36,10.18,4.68,5.0
Mechanical Engineer,Technology,Canada,2026.0,21.56,25.1,76.63,84051.12,100610.64,19.7,2.8,52.69,6.39,5.0
Data Analyst,Technology,Brazil,2023.0,51.71,42.56,48.61,133404.9,138141.98,3.55,-1.58,14.17,99.31,1.0
Accountant,Technology,UK,2023.0,62.49,58.2,59.75,115863.21,109106.2,-5.83,19.28,90.89,94.18,3.0
Software Engineer,Technology,Germany,2025.0,13.7,15.95,71.27,136576.57,161738.2,18.42,-3.6,31.18,75.11,2.0
Accountant,Technology,Brazil,2021.0,59.89,48.81,87.35,37803.24,33276.49,-11.97,3.48,21.98,72.12,3.0
Teacher,Technology,Brazil,2024.0,17.9,15.09,31.64,79584.17,68718.1,-13.65,-10.94,86.63,83.67,4.0
Accountant,Technology,Germany,2023.0,68.44,75.73,14.73,145526.07,163825.48,12.57,22.06,11.05,69.92,2.0
Mechanical Engineer,Technology,Brazil,2020.0,44.48,47.14,44.08,73370.19,75523.2,2.93,-3.37,27.33,13.83,3.0
Accountant,Technology,Canada,2021.0,35.48,34.49,57.59,146304.15,135362.5,-7.48,7.63,38.7,41.97,1.0
Mechanical Engineer,Technology,Singapore,2026.0,74.77,79.03,81.69,93925.58,90405.77,-3.75,-5.49,89.35,1.56,2.0
Accountant,Technology,Canada,2020.0,31.28,33.8,14.19,109869.63,118136.49,7.52,9.39,71.84,52.29,1.0
Truck Driver,Technology,India,2026.0,94.89,99.67,34.0,104901.49,98610.59,-6.0,4.06,28.1,1.92,2.0
Truck Driver,Technology,Brazil,2024.0,70.98,63.17,31.59,101442.59,103966.32,2.49,-0.48,26.1,85.07,3.0
HR Manager,Technology,Singapore,2022.0,38.11,33.85,66.78,96483.7,100245.11,3.9,1.09,50.8,15.22,3.0
Teacher,Technology,India,2020.0,34.03,30.15,20.34,132936.13,139161.27,4.68,15.29,15.66,31.8,5.0
Financial Analyst,Technology,Australia,2026.0,43.9,43.61,12.61,138627.03,155330.81,12.05,-13.34,28.64,36.89,5.0
Accountant,Technology,India,2024.0,72.59,81.25,98.36,129272.73,117654.28,-8.99,2.65,88.68,57.12,2.0
Truck Driver,Technology,Brazil,2024.0,64.07,76.57,58.43,64633.3,66565.82,2.99,5.39,75.1,12.86,3.0
Mechanical Engineer,Technology,Singapore,2024.0,34.02,31.28,85.68,103339.54,98408.9,-4.77,9.57,91.72,5.83,3.0
Teacher,Technology,India,2026.0,55.64,45.71,93.11,32516.35,33275.06,2.33,1.73,86.2,79.22,4.0
Accountant,Technology,UK,2021.0,55.24,45.6,36.51,40820.04,38978.16,-4.51,-17.06,40.38,57.62,3.0
Teacher,Technology,Australia,2023.0,33.19,36.16,88.38,136494.32,114061.73,-16.43,1.78,64.52,18.4,3.0
Marketing Specialist,Technology,Australia,2021.0,51.95,56.17,19.12,45751.13,42088.6,-8.01,15.9,40.2,64.86,3.0
Accountant,Technology,India,2023.0,17.5,16.51,6.93,118799.6,101394.86,-14.65,0.49,56.59,4.2,3.0
Data Analyst,Technology,India,2020.0,33.3,36.27,64.4,57931.75,59434.75,2.59,17.03,80.58,9.4,2.0
