JOB TITLE,INDUSTRY,JOB STATUS,AI IMPACT LEVEL,MEDIAN SALARY (USD),REQUIRED EDUCATION,EXPERIENCE REQUIRED (YEARS),JOB OPENINGS (2024),PROJECTED OPENINGS (2030),REMOTE WORK RATIO (%),AUTOMATION RISK (%),LOCATION,GENDER DIVERSITY (%),OPENING GROWTH (%)
Manufacturing systems engineer,Manufacturing,Decreasing,Low,83691.88,Master's Degree,19.0,501.0,6571.0,11.07,59.85,USA,61.03,1211.58
Exhibition designer,Manufacturing,Decreasing,Moderate,66964.9,Bachelor's Degree,9.0,6301.0,1565.0,56.54,7.55,India,70.93,-75.16
IT trainer,Manufacturing,Increasing,High,30547.02,High School,13.0,5043.0,8569.0,31.24,5.06,China,78.63,69.92
Counsellor,Manufacturing,Increasing,Moderate,135054.36,Associate Degree,15.0,4896.0,3427.0,6.59,44.87,Brazil,33.32,-30.0
Warehouse manager,Manufacturing,Decreasing,High,108196.8,PhD,11.0,7022.0,3573.0,1.82,12.25,China,55.13,-49.12
"Lecturer, higher education",Manufacturing,Decreasing,Moderate,52046.19,Master's Degree,7.0,4030.0,6405.0,60.74,77.66,UK,65.28,58.93
Personal assistant,Manufacturing,Increasing,Low,74601.94,Master's Degree,9.0,593.0,410.0,21.4,35.76,Australia,37.57,-30.86
"Engineer, technical sales",Manufacturing,Increasing,Low,117221.3,Bachelor's Degree,7.0,7820.0,5197.0,52.95,89.89,USA,24.3,-33.54
Pharmacologist,Manufacturing,Increasing,Low,116311.89,Master's Degree,20.0,2249.0,1935.0,89.73,83.65,USA,36.81,-13.96
Civil Service fast streamer,Manufacturing,Decreasing,Moderate,74031.54,High School,9.0,2191.0,4724.0,20.32,94.85,China,68.08,115.61
Sports therapist,Manufacturing,Increasing,Moderate,60827.07,Bachelor's Degree,13.0,5902.0,5954.0,41.12,92.84,USA,35.97,0.88
Police officer,Manufacturing,Decreasing,Moderate,43892.51,High School,9.0,3261.0,7139.0,40.64,5.28,UK,48.89,118.92
Education administrator,Manufacturing,Increasing,High,106103.18,Master's Degree,5.0,1039.0,4454.0,48.26,44.05,India,79.11,328.68
"Nurse, adult",Manufacturing,Decreasing,Moderate,145601.81,PhD,4.0,8278.0,6965.0,10.39,71.08,USA,76.53,-15.86
"Administrator, charities/voluntary organisations",Manufacturing,Increasing,High,70587.63,Master's Degree,19.0,9066.0,8432.0,66.21,49.38,Germany,49.03,-6.99
"Geologist, wellsite",Manufacturing,Increasing,High,33715.89,Bachelor's Degree,9.0,2747.0,7463.0,54.68,21.64,Brazil,33.18,171.68
Holiday representative,Manufacturing,Increasing,Low,123028.75,Bachelor's Degree,8.0,8512.0,8704.0,84.76,52.26,Australia,45.38,2.26
Food technologist,Manufacturing,Decreasing,Low,69924.46,Master's Degree,12.0,8029.0,6576.0,13.05,76.73,Canada,48.89,-18.1
Insurance broker,Manufacturing,Decreasing,High,67752.65,PhD,17.0,6289.0,2097.0,37.92,81.93,Brazil,79.33,-66.66
"Psychotherapist, child",Manufacturing,Increasing,Low,36649.1,PhD,4.0,6127.0,3608.0,45.09,30.28,India,79.61,-41.11
"Research officer, political party",Manufacturing,Increasing,Low,126232.38,Associate Degree,17.0,8514.0,7386.0,9.84,98.73,Germany,40.14,-13.25
"Psychologist, forensic",Manufacturing,Decreasing,Moderate,113234.54,High School,11.0,984.0,6276.0,13.19,51.89,China,48.45,537.8
Print production planner,Manufacturing,Increasing,Low,49248.63,Master's Degree,7.0,6654.0,3316.0,87.21,67.16,China,41.27,-50.17
Race relations officer,Manufacturing,Increasing,Low,119722.66,High School,6.0,519.0,4566.0,33.58,30.91,Australia,75.12,779.77
Editorial assistant,Manufacturing,Increasing,Moderate,131076.96,Bachelor's Degree,0.0,4431.0,451.0,23.81,82.39,Brazil,74.03,-89.82
Bookseller,Manufacturing,Increasing,Low,143286.47,Bachelor's Degree,16.0,3340.0,6617.0,88.38,90.29,India,42.15,98.11
Ecologist,Manufacturing,Increasing,Moderate,55323.89,PhD,0.0,2164.0,3690.0,18.1,52.06,UK,60.95,70.52
Field seismologist,Manufacturing,Decreasing,High,92229.72,High School,2.0,2434.0,2350.0,8.74,40.85,Germany,31.32,-3.45
Solicitor,Manufacturing,Decreasing,Low,36050.18,Master's Degree,14.0,1233.0,9618.0,32.19,99.03,Canada,20.7,680.05
"Scientist, biomedical",Manufacturing,Increasing,High,103811.2,Master's Degree,20.0,9775.0,7232.0,20.6,40.36,Australia,58.56,-26.02
Forensic psychologist,Manufacturing,Decreasing,Moderate,106224.29,Associate Degree,8.0,1166.0,3455.0,69.63,74.59,Australia,43.42,196.31
Camera operator,Manufacturing,Increasing,High,83925.23,High School,7.0,1045.0,5129.0,40.65,35.58,India,73.73,390.81
Environmental education officer,Manufacturing,Increasing,Moderate,129119.94,PhD,12.0,5953.0,6095.0,75.5,59.47,Brazil,65.06,2.39
TEFL teacher,Manufacturing,Decreasing,High,113607.28,PhD,3.0,6937.0,2343.0,12.12,71.54,UK,69.2,-66.22
"Engineer, materials",Manufacturing,Decreasing,Low,108513.56,PhD,18.0,4035.0,8416.0,12.56,0.91,Canada,37.11,108.57
Educational psychologist,Manufacturing,Decreasing,High,107747.64,Associate Degree,17.0,6881.0,1642.0,6.92,13.25,Canada,65.66,-76.14
Research scientist (maths),Manufacturing,Decreasing,Moderate,107294.79,Associate Degree,1.0,2907.0,1103.0,39.74,89.73,Canada,27.36,-62.06
Primary school teacher,Manufacturing,Decreasing,Low,64243.78,Associate Degree,16.0,2455.0,7438.0,90.09,89.25,USA,56.83,202.97
Ship broker,Manufacturing,Increasing,High,61249.05,Associate Degree,7.0,7206.0,8658.0,90.93,36.54,Canada,58.27,20.15
Careers adviser,Manufacturing,Decreasing,Low,138944.19,PhD,20.0,8492.0,7182.0,81.99,47.07,China,49.73,-15.43
Ship broker,Manufacturing,Increasing,Low,131546.01,Bachelor's Degree,5.0,9727.0,2244.0,52.85,2.42,Australia,63.18,-76.93
"Lecturer, further education",Manufacturing,Decreasing,High,116680.56,High School,6.0,1344.0,6114.0,17.51,24.62,China,61.73,354.91
Sports administrator,Manufacturing,Increasing,Moderate,58541.46,Associate Degree,9.0,2361.0,438.0,80.07,15.67,Germany,56.78,-81.45
Financial planner,Manufacturing,Increasing,Moderate,100532.55,PhD,1.0,7408.0,7209.0,61.92,39.07,USA,23.63,-2.69
Multimedia specialist,Manufacturing,Decreasing,Low,77820.86,Associate Degree,9.0,2574.0,2302.0,27.6,89.96,Canada,41.6,-10.57
Passenger transport manager,Manufacturing,Increasing,Moderate,79079.67,High School,15.0,6693.0,8828.0,28.76,74.6,UK,60.41,31.9
Occupational hygienist,Manufacturing,Decreasing,Moderate,67532.98,High School,14.0,1014.0,1574.0,33.66,47.97,USA,53.45,55.23
Armed forces operational officer,Manufacturing,Increasing,Low,129554.27,Master's Degree,8.0,8930.0,3273.0,81.34,62.23,India,79.0,-63.35
"Accountant, chartered management",Manufacturing,Decreasing,Moderate,145311.06,High School,1.0,3754.0,8207.0,71.58,44.2,Canada,58.93,118.62
Clinical embryologist,Manufacturing,Decreasing,Low,33123.0,Bachelor's Degree,11.0,8766.0,5897.0,64.53,11.31,Australia,20.59,-32.73
Jewellery designer,Manufacturing,Decreasing,Low,118682.65,Bachelor's Degree,5.0,4543.0,2023.0,70.04,6.17,Canada,45.52,-55.47
Hydrographic surveyor,Manufacturing,Increasing,Low,46224.05,High School,14.0,5991.0,1808.0,43.71,98.7,Brazil,58.51,-69.82
"Nurse, mental health",Manufacturing,Decreasing,Low,36658.87,Bachelor's Degree,16.0,7663.0,1562.0,93.91,48.01,UK,21.95,-79.62
Sales executive,Manufacturing,Increasing,Low,91331.49,Associate Degree,8.0,842.0,1381.0,81.07,60.65,China,71.97,64.01
Orthoptist,Manufacturing,Increasing,Low,40115.56,High School,5.0,5281.0,3738.0,11.02,42.63,Australia,57.28,-29.22
Quality manager,Manufacturing,Increasing,High,118259.21,High School,20.0,2609.0,7012.0,62.09,69.21,USA,49.97,168.76
"Administrator, education",Manufacturing,Increasing,High,61873.75,High School,17.0,6604.0,9300.0,17.88,36.34,UK,55.3,40.82
Firefighter,Manufacturing,Increasing,High,123084.62,High School,18.0,3442.0,114.0,74.47,4.75,Australia,53.01,-96.69
Advertising account planner,Manufacturing,Increasing,Moderate,101821.41,Bachelor's Degree,1.0,4296.0,4787.0,81.5,88.03,Germany,72.74,11.43
Armed forces technical officer,Manufacturing,Decreasing,High,34914.88,PhD,19.0,8701.0,3567.0,75.95,38.83,India,62.58,-59.0
Call centre manager,Manufacturing,Increasing,High,86854.9,Associate Degree,7.0,2678.0,3361.0,46.01,11.21,Canada,72.79,25.5
Commercial art gallery manager,Manufacturing,Decreasing,High,124791.98,High School,9.0,7278.0,7674.0,44.15,71.23,USA,60.92,5.44
Technical sales engineer,Manufacturing,Increasing,High,126461.58,PhD,13.0,1266.0,352.0,51.53,0.57,China,28.28,-72.2
Forensic psychologist,Manufacturing,Increasing,High,78110.27,Bachelor's Degree,1.0,2450.0,7430.0,79.33,30.7,Germany,50.54,203.27
Medical physicist,Manufacturing,Decreasing,High,80074.6,Associate Degree,0.0,7336.0,2678.0,59.41,23.87,Brazil,51.82,-63.5
Outdoor activities/education manager,Manufacturing,Decreasing,Low,62586.87,Bachelor's Degree,13.0,1428.0,2667.0,36.5,86.45,Brazil,62.52,86.76
Special educational needs teacher,Manufacturing,Decreasing,Low,70432.75,High School,18.0,4759.0,8161.0,50.63,28.45,Brazil,68.59,71.49
"Merchandiser, retail",Manufacturing,Increasing,Low,108691.66,High School,12.0,6050.0,4543.0,43.18,63.9,India,77.64,-24.91
"Engineer, automotive",Manufacturing,Decreasing,High,72519.79,Associate Degree,16.0,3379.0,2930.0,55.05,93.86,Australia,77.08,-13.29
Insurance claims handler,Manufacturing,Decreasing,High,138842.46,Associate Degree,17.0,4605.0,7228.0,11.22,70.42,Brazil,33.62,56.96
Structural engineer,Manufacturing,Increasing,High,31094.55,High School,15.0,2849.0,1879.0,43.71,31.19,UK,34.63,-34.05
Cytogeneticist,Manufacturing,Increasing,High,81593.08,Associate Degree,16.0,8403.0,9902.0,2.65,82.11,UK,51.85,17.84
Armed forces training and education officer,Manufacturing,Increasing,Moderate,64028.57,High School,14.0,4696.0,7778.0,0.08,98.37,Australia,67.94,65.63
"Conservation officer, nature",Manufacturing,Increasing,Low,40311.73,Bachelor's Degree,15.0,2760.0,3569.0,84.27,78.9,China,32.13,29.31
Transport planner,Manufacturing,Decreasing,High,64526.65,PhD,5.0,6352.0,7194.0,17.56,80.61,Brazil,27.09,13.26
Office manager,Manufacturing,Increasing,High,41590.16,Bachelor's Degree,0.0,2977.0,7788.0,67.44,2.21,UK,60.86,161.61
Information systems manager,Manufacturing,Increasing,Moderate,122906.47,Associate Degree,13.0,8110.0,8890.0,59.75,5.07,Canada,56.54,9.62
"Nurse, mental health",Manufacturing,Increasing,High,59861.92,Bachelor's Degree,20.0,4426.0,9117.0,11.09,27.17,Germany,21.17,105.99
Theatre director,Manufacturing,Increasing,Low,37645.85,Bachelor's Degree,17.0,5193.0,207.0,34.42,33.36,Canada,59.94,-96.01
Futures trader,Manufacturing,Decreasing,Moderate,131383.73,Master's Degree,9.0,6547.0,1447.0,65.08,24.62,India,68.2,-77.9
Operations geologist,Manufacturing,Increasing,Moderate,37869.26,Bachelor's Degree,20.0,3207.0,5818.0,53.13,97.74,Australia,39.6,81.42
Scientific laboratory technician,Manufacturing,Decreasing,Moderate,111458.04,High School,20.0,6648.0,9895.0,10.77,30.86,Brazil,28.17,48.84
Chiropodist,Manufacturing,Increasing,Moderate,74402.31,Bachelor's Degree,17.0,2867.0,3952.0,70.34,37.23,Australia,52.92,37.84
"Engineer, site",Manufacturing,Decreasing,Low,91927.44,PhD,14.0,7229.0,5986.0,47.4,14.11,Canada,22.87,-17.19
Outdoor activities/education manager,Manufacturing,Increasing,Low,61231.29,High School,18.0,9565.0,4906.0,0.81,19.07,Brazil,44.25,-48.71
Mental health nurse,Manufacturing,Increasing,High,96437.85,PhD,6.0,8275.0,3802.0,1.73,4.84,USA,65.65,-54.05
Learning mentor,Manufacturing,Decreasing,Moderate,127168.07,Bachelor's Degree,0.0,7350.0,4207.0,70.8,70.79,Brazil,44.64,-42.76
Interpreter,Manufacturing,Increasing,Low,80597.81,Associate Degree,10.0,7756.0,7685.0,57.29,58.64,Brazil,24.36,-0.92
Planning and development surveyor,Manufacturing,Decreasing,High,111781.46,Bachelor's Degree,10.0,2598.0,2657.0,41.14,11.29,India,24.85,2.27
Building control surveyor,Manufacturing,Decreasing,Moderate,87775.05,High School,19.0,5090.0,482.0,68.67,71.87,Brazil,78.6,-90.53
"Engineer, manufacturing",Manufacturing,Increasing,High,117744.02,High School,20.0,428.0,205.0,97.21,61.03,Germany,25.82,-52.1
Recruitment consultant,Manufacturing,Increasing,Moderate,149904.64,PhD,14.0,2887.0,6384.0,39.99,68.61,UK,24.11,121.13
Land,Manufacturing,Decreasing,Moderate,132004.27,Bachelor's Degree,10.0,4686.0,4981.0,3.94,19.75,UK,63.48,6.3
Cartographer,Manufacturing,Increasing,Moderate,104929.34,PhD,15.0,6161.0,8784.0,43.38,54.12,Germany,21.89,42.57
Sales promotion account executive,Manufacturing,Increasing,High,82492.45,PhD,13.0,2235.0,2925.0,54.47,68.82,USA,51.9,30.87
Social worker,Manufacturing,Increasing,Moderate,123048.51,High School,11.0,8601.0,2417.0,33.54,1.74,India,23.32,-71.9
"Scientist, clinical (histocompatibility and immunogenetics)",Manufacturing,Increasing,High,107223.43,Master's Degree,2.0,1477.0,6109.0,63.25,18.88,Canada,25.95,313.61
Health physicist,Manufacturing,Decreasing,High,32594.67,Bachelor's Degree,19.0,1158.0,1602.0,97.82,62.15,USA,57.88,38.34
Licensed conveyancer,Manufacturing,Increasing,Low,113726.85,PhD,10.0,1278.0,1534.0,17.58,13.87,India,47.18,20.03
"Therapist, art",Manufacturing,Increasing,High,52859.25,PhD,9.0,6147.0,9757.0,77.88,43.19,Canada,22.52,58.73
Land,Manufacturing,Increasing,Low,131902.96,Master's Degree,2.0,7131.0,5518.0,22.88,86.87,Germany,27.23,-22.62
Higher education lecturer,Manufacturing,Decreasing,Moderate,65311.91,PhD,19.0,2596.0,500.0,23.3,67.7,Germany,30.24,-80.74
Meteorologist,Manufacturing,Decreasing,High,52724.86,Master's Degree,6.0,9302.0,510.0,75.01,9.74,UK,66.69,-94.52
Clinical psychologist,Manufacturing,Increasing,Low,103564.99,Master's Degree,15.0,9725.0,7320.0,44.24,49.36,Germany,69.38,-24.73
"Engineer, mining",Manufacturing,Increasing,Low,61276.62,Bachelor's Degree,16.0,295.0,9152.0,21.93,84.5,India,63.65,3002.37
"Accountant, chartered",Manufacturing,Increasing,Low,82739.57,PhD,4.0,6765.0,8709.0,64.34,66.06,Germany,65.73,28.74
Horticultural consultant,Manufacturing,Increasing,Moderate,113425.03,High School,19.0,9660.0,3401.0,36.62,20.21,India,20.62,-64.79
Recycling officer,Manufacturing,Increasing,High,81869.18,Associate Degree,8.0,9729.0,3444.0,12.83,63.32,China,78.33,-64.6
Biomedical scientist,Manufacturing,Increasing,High,35385.88,High School,20.0,1360.0,8741.0,19.37,81.04,Brazil,21.74,542.72
Clinical research associate,Manufacturing,Decreasing,High,67965.92,Master's Degree,7.0,1639.0,1959.0,65.61,19.94,UK,36.52,19.52
Games developer,Manufacturing,Decreasing,Moderate,77411.25,PhD,8.0,1018.0,3013.0,43.66,4.75,Australia,51.34,195.97
Field seismologist,Manufacturing,Increasing,High,115739.64,Associate Degree,2.0,2647.0,8691.0,6.26,63.81,China,57.91,228.33
"Surveyor, insurance",Manufacturing,Increasing,Moderate,115583.52,PhD,8.0,7029.0,9148.0,21.31,9.22,China,37.38,30.15
"Teacher, secondary school",Manufacturing,Increasing,Moderate,114008.37,High School,9.0,6342.0,8933.0,83.99,61.11,UK,59.24,40.85
Games developer,Manufacturing,Increasing,High,74404.18,Bachelor's Degree,0.0,7646.0,2115.0,28.68,91.59,China,33.85,-72.34
Art gallery manager,Manufacturing,Increasing,Moderate,109891.47,High School,19.0,1336.0,5300.0,17.46,92.94,UK,46.7,296.71
Water engineer,Manufacturing,Increasing,Low,96721.74,Associate Degree,6.0,3778.0,4053.0,87.27,85.44,Canada,56.34,7.28
"Engineer, building services",Manufacturing,Increasing,Low,145207.07,Master's Degree,11.0,1547.0,6264.0,53.15,46.95,USA,69.65,304.91
Furniture conservator/restorer,Manufacturing,Increasing,Low,75372.99,Bachelor's Degree,16.0,2610.0,2356.0,96.52,95.1,China,58.87,-9.73
Careers information officer,Manufacturing,Decreasing,Low,99560.73,Associate Degree,12.0,6862.0,7810.0,26.42,7.62,India,74.61,13.82
Barrister,Manufacturing,Increasing,Low,99852.7,PhD,11.0,5376.0,5278.0,86.38,5.01,Canada,24.27,-1.82
Wellsite geologist,Manufacturing,Decreasing,Low,133357.85,Associate Degree,2.0,7366.0,3347.0,66.75,24.25,Canada,36.06,-54.56
Agricultural engineer,Manufacturing,Decreasing,Moderate,112747.75,High School,1.0,6275.0,5157.0,15.06,31.07,China,40.12,-17.82
"Pilot, airline",Manufacturing,Decreasing,High,74871.97,Master's Degree,1.0,8217.0,7002.0,13.98,83.98,Brazil,34.02,-14.79
"Pharmacist, hospital",Manufacturing,Decreasing,High,123958.39,Bachelor's Degree,15.0,3398.0,1310.0,17.5,39.5,India,22.25,-61.45
"Psychotherapist, child",Manufacturing,Decreasing,High,96051.87,Bachelor's Degree,19.0,7598.0,5407.0,48.34,97.87,Canada,45.26,-28.84
Media buyer,Manufacturing,Decreasing,High,112033.45,PhD,5.0,8136.0,5211.0,49.64,21.94,USA,28.56,-35.95
Magazine journalist,Manufacturing,Decreasing,High,147912.23,Master's Degree,12.0,1200.0,8531.0,27.55,22.04,Australia,68.72,610.92
Nature conservation officer,Manufacturing,Decreasing,Moderate,32560.21,PhD,1.0,7730.0,6481.0,5.59,60.54,Canada,21.71,-16.16
Dance movement psychotherapist,Manufacturing,Decreasing,Moderate,69508.25,Bachelor's Degree,2.0,6726.0,153.0,75.99,17.32,China,65.45,-97.73
"Engineer, structural",Manufacturing,Decreasing,High,74332.72,Associate Degree,5.0,7862.0,5276.0,35.31,30.94,China,26.95,-32.89
Banker,Manufacturing,Increasing,High,46266.86,Master's Degree,1.0,9987.0,8124.0,16.81,2.51,USA,34.68,-18.65
Contractor,Manufacturing,Increasing,Moderate,40398.23,PhD,7.0,6813.0,414.0,43.14,42.01,India,66.07,-93.92
Water engineer,Manufacturing,Decreasing,Low,78827.37,PhD,18.0,8341.0,7243.0,2.61,80.86,Germany,43.3,-13.16
Acupuncturist,Manufacturing,Increasing,Low,55181.13,Associate Degree,3.0,2195.0,992.0,9.32,31.32,Germany,53.96,-54.81
Chief of Staff,Manufacturing,Decreasing,High,76655.77,PhD,20.0,9672.0,6217.0,32.32,24.33,UK,66.27,-35.72
Tourism officer,Manufacturing,Decreasing,Low,30038.1,PhD,9.0,1006.0,393.0,86.01,55.43,China,63.32,-60.93
"Research officer, government",Manufacturing,Decreasing,Low,109363.8,Associate Degree,11.0,1481.0,8212.0,6.06,5.13,Germany,48.5,454.49
"Teacher, adult education",Manufacturing,Increasing,High,95489.32,Associate Degree,0.0,4392.0,7023.0,83.52,14.31,UK,21.09,59.9
Tax inspector,Manufacturing,Decreasing,Moderate,52230.55,Bachelor's Degree,11.0,6436.0,4859.0,16.69,16.91,China,78.68,-24.5
Audiological scientist,Manufacturing,Decreasing,Moderate,135564.76,Associate Degree,17.0,3778.0,9162.0,4.7,86.34,Australia,40.68,142.51
Information officer,Manufacturing,Increasing,Moderate,52530.12,Bachelor's Degree,13.0,7145.0,5630.0,10.27,64.23,Canada,41.08,-21.2
"Designer, jewellery",Manufacturing,Increasing,Low,114492.44,Bachelor's Degree,2.0,2849.0,850.0,92.27,99.21,India,45.51,-70.16
Land,Manufacturing,Increasing,Moderate,108247.36,Bachelor's Degree,15.0,9955.0,5699.0,89.82,84.34,China,30.74,-42.75
"Sound technician, broadcasting/film/video",Manufacturing,Increasing,Moderate,75565.1,Bachelor's Degree,19.0,1161.0,8691.0,56.84,28.6,Germany,64.64,648.58
Environmental health practitioner,Manufacturing,Decreasing,High,66642.15,Bachelor's Degree,1.0,5868.0,6132.0,38.04,79.43,Germany,22.65,4.5
Clinical research associate,Manufacturing,Decreasing,High,37955.57,High School,16.0,3161.0,6721.0,4.84,38.25,Brazil,50.84,112.62
"Pilot, airline",Manufacturing,Decreasing,High,144231.12,Bachelor's Degree,18.0,5769.0,1435.0,68.92,70.07,USA,23.14,-75.13
Personal assistant,Manufacturing,Decreasing,Moderate,99479.18,PhD,15.0,3804.0,3926.0,4.57,25.81,USA,43.61,3.21
Data processing manager,Manufacturing,Decreasing,Low,62797.21,High School,15.0,6046.0,5230.0,63.55,73.49,India,78.53,-13.5
Passenger transport manager,Manufacturing,Decreasing,High,51304.72,Master's Degree,1.0,6930.0,2834.0,46.03,25.08,Australia,27.35,-59.11
Health and safety adviser,Manufacturing,Increasing,Low,62100.66,Associate Degree,9.0,2409.0,9189.0,74.35,27.5,USA,54.1,281.44
Theatre manager,Manufacturing,Increasing,High,69176.11,Bachelor's Degree,14.0,5881.0,2017.0,49.63,10.75,Brazil,77.47,-65.7
"Production assistant, television",Manufacturing,Decreasing,Moderate,141148.87,Master's Degree,0.0,8678.0,3367.0,31.51,86.1,Australia,28.84,-61.2
Heritage manager,Manufacturing,Decreasing,High,58787.11,Bachelor's Degree,14.0,6927.0,2108.0,5.18,31.15,UK,39.41,-69.57
Environmental consultant,Manufacturing,Increasing,High,62966.51,Bachelor's Degree,17.0,8473.0,1062.0,26.48,24.88,India,29.79,-87.47
Science writer,Manufacturing,Increasing,High,80562.5,Associate Degree,10.0,6514.0,1922.0,69.21,81.45,Brazil,42.33,-70.49
"Conservator, museum/gallery",Manufacturing,Increasing,Moderate,146109.81,PhD,18.0,2360.0,7093.0,72.89,32.45,India,45.66,200.55
Lobbyist,Manufacturing,Decreasing,Low,54695.98,PhD,1.0,1458.0,4201.0,34.5,68.18,China,55.21,188.13
Ship broker,Manufacturing,Increasing,Moderate,116173.23,Associate Degree,16.0,105.0,8470.0,67.13,9.97,Brazil,28.83,7966.67
"Teacher, early years/pre",Manufacturing,Decreasing,Moderate,67706.6,Associate Degree,5.0,9304.0,3860.0,9.53,80.01,Australia,23.88,-58.51
"Surveyor, quantity",Manufacturing,Decreasing,Moderate,61074.28,High School,11.0,4366.0,6749.0,18.49,76.86,Brazil,40.88,54.58
Nutritional therapist,Manufacturing,Decreasing,Low,125868.02,PhD,14.0,9868.0,5645.0,34.92,54.23,Germany,68.02,-42.79
Estate agent,Manufacturing,Increasing,Moderate,45963.36,Associate Degree,11.0,7110.0,8195.0,41.83,40.31,China,49.33,15.26
